마케팅신업종,,,,,,,,표준산업분류(KSIC10),,,
KBMLC,KBMLN,KBMMC,KBMMN,KBMSC,KBMSN,KBMSSC,KBMSSN,BZC_CD,BZC_NM,BZC_CD1,BZC_CD3
S,서비스,S06,의료서비스,S062,의료기타,S06205,실버타운,Q87111,노인 요양 복지시설 운영업,Q,Q87
S,서비스,S06,의료서비스,S062,의료기타,S06206,요양원,Q87111,노인 요양 복지시설 운영업,Q,Q87
S,서비스,S05,여가/오락서비스,S052,여가/관람,S05212,연극/음악/뮤지컬공연장,R90110,공연시설 운영업,R,R90
S,서비스,S05,여가/오락서비스,S052,여가/관람,S05217,콘서트장,R90110,공연시설 운영업,R,R90
R,소매업,R07,기타용품,R070,NULL,R07009,티켓판매(전자상거래),R90199,그 외 기타 창작 및 예술관련 서비스업,R,R90
R,소매업,R07,기타용품,R070,NULL,R07010,티켓판매(통신판매),R90199,그 외 기타 창작 및 예술관련 서비스업,R,R90
S,서비스,S03,교육서비스,S032,독서실/장소대여,S03201,독서실,R90212,독서실 운영업,R,R90
S,서비스,S03,교육서비스,S032,독서실/장소대여,S03202,스터디카페/학습공간대여,R90212,독서실 운영업,R,R90
S,서비스,S05,여가/오락서비스,S052,여가/관람,S05207,미술관/전시장,R90221,박물관 운영업,R,R90
S,서비스,S05,여가/오락서비스,S052,여가/관람,S05208,박물관,R90221,박물관 운영업,R,R90
S,서비스,S05,여가/오락서비스,S052,여가/관람,S05206,동물원/식물원,R90231,식물원 및 동물원 운영업,R,R90
S,서비스,S05,여가/오락서비스,S052,여가/관람,S05210,수족관,R90231,식물원 및 동물원 운영업,R,R90
S,서비스,S05,여가/오락서비스,S052,여가/관람,S05202,기타관람,R90290,기타 유사 여가관련 서비스업,R,R90
S,서비스,S05,여가/오락서비스,S054,오락,S05409,선물/체험/공방,R90290,기타 유사 여가관련 서비스업,R,R90
S,서비스,S05,여가/오락서비스,S052,여가/관람,S05203,기타스포츠경기장,R91111,실내 경기장 운영업,R,R91
S,서비스,S05,여가/오락서비스,S052,여가/관람,S05205,농구장,R91111,실내 경기장 운영업,R,R91
S,서비스,S05,여가/오락서비스,S052,여가/관람,S05209,배구장,R91111,실내 경기장 운영업,R,R91
S,서비스,S05,여가/오락서비스,S052,여가/관람,S05211,야구장,R91111,실내 경기장 운영업,R,R91
S,서비스,S05,여가/오락서비스,S052,여가/관람,S05215,축구장,R91111,실내 경기장 운영업,R,R91
S,서비스,S05,여가/오락서비스,S051,스포츠,S05103,골프장,R91121,골프장 운영업,R,R91
S,서비스,S05,여가/오락서비스,S051,스포츠,S05106,다이어트운동센터,R91131,종합 스포츠시설 운영업,R,R91
S,서비스,S05,여가/오락서비스,S051,스포츠,S05119,종합스포츠센터,R91131,종합 스포츠시설 운영업,R,R91
S,서비스,S05,여가/오락서비스,S051,스포츠,S05122,헬스클럽,R91131,종합 스포츠시설 운영업,R,R91
S,서비스,S05,여가/오락서비스,S051,스포츠,S05109,볼링장,R91134,볼링장 운영업,R,R91
S,서비스,S05,여가/오락서비스,S051,스포츠,S05107,당구장,R91135,당구장 운영업,R,R91
S,서비스,S05,여가/오락서비스,S051,스포츠,S05101,골프실내연습장,R91136,골프연습장 운영업,R,R91
S,서비스,S05,여가/오락서비스,S051,스포츠,S05102,골프실외연습장,R91136,골프연습장 운영업,R,R91
S,서비스,S05,여가/오락서비스,S051,스포츠,S05113,스크린골프,R91136,골프연습장 운영업,R,R91
S,서비스,S05,여가/오락서비스,S051,스포츠,S05104,기원,R91139,그 외 기타 스포츠시설 운영업,R,R91
S,서비스,S05,여가/오락서비스,S051,스포츠,S05105,낚시터/낚시장,R91139,그 외 기타 스포츠시설 운영업,R,R91
S,서비스,S05,여가/오락서비스,S051,스포츠,S05108,루지/썰매장,R91139,그 외 기타 스포츠시설 운영업,R,R91
S,서비스,S05,여가/오락서비스,S051,스포츠,S05110,수상스포츠,R91239,기타 수상오락 서비스업,R,R91
S,서비스,S05,여가/오락서비스,S051,스포츠,S05111,수영장,R91139,그 외 기타 스포츠시설 운영업,R,R91
S,서비스,S05,여가/오락서비스,S051,스포츠,S05112,스쿼시장,R91139,그 외 기타 스포츠시설 운영업,R,R91
S,서비스,S05,여가/오락서비스,S051,스포츠,S05114,스크린야구,R91139,그 외 기타 스포츠시설 운영업,R,R91
S,서비스,S05,여가/오락서비스,S051,스포츠,S05115,스키장,R91139,그 외 기타 스포츠시설 운영업,R,R91
S,서비스,S05,여가/오락서비스,S051,스포츠,S05116,암벽시설,R91139,그 외 기타 스포츠시설 운영업,R,R91
S,서비스,S05,여가/오락서비스,S051,스포츠,S05117,야구연습장,R91139,그 외 기타 스포츠시설 운영업,R,R91
S,서비스,S05,여가/오락서비스,S051,스포츠,S05120,탁구장,R91139,그 외 기타 스포츠시설 운영업,R,R91
S,서비스,S05,여가/오락서비스,S051,스포츠,S05121,테니스장,R91139,그 외 기타 스포츠시설 운영업,R,R91
S,서비스,S05,여가/오락서비스,S052,여가/관람,S05201,공원/동굴/수목원,R91210,유원지 및 테마파크 운영업,R,R91
S,서비스,S05,여가/오락서비스,S052,여가/관람,S05204,놀이공원/유원지,R91210,유원지 및 테마파크 운영업,R,R91
S,서비스,S05,여가/오락서비스,S052,여가/관람,S05214,워터파크,R91210,유원지 및 테마파크 운영업,R,R91
S,서비스,S05,여가/오락서비스,S054,오락,S05412,인터넷PC방/게임방,R91222,컴퓨터 게임방 운영업,R,R91
S,서비스,S05,여가/오락서비스,S054,오락,S05414,코인노래방,R91223,노래연습장 운영업,R,R91
S,서비스,S05,여가/오락서비스,S055,유흥,S05502,일반노래방,R91223,노래연습장 운영업,R,R91
S,서비스,S05,여가/오락서비스,S052,여가/관람,S05216,카지노,R91249,기타 사행시설 관리 및 운영업,R,R91
S,서비스,S03,교육서비스,S035,유아교육,S03503,블럭놀이방,R91299,그 외 기타 분류 안된 오락관련 서비스업,R,R91
S,서비스,S03,교육서비스,S035,유아교육,S03508,키즈카페,R91299,그 외 기타 분류 안된 오락관련 서비스업,R,R91
S,서비스,S05,여가/오락서비스,S054,오락,S05401,VR방,R91299,그 외 기타 분류 안된 오락관련 서비스업,R,R91
S,서비스,S05,여가/오락서비스,S054,오락,S05402,기타여가오락,R91299,그 외 기타 분류 안된 오락관련 서비스업,R,R91
S,서비스,S05,여가/오락서비스,S054,오락,S05403,만화카페,R91299,그 외 기타 분류 안된 오락관련 서비스업,R,R91
S,서비스,S05,여가/오락서비스,S054,오락,S05404,방탈출카페,R91299,그 외 기타 분류 안된 오락관련 서비스업,R,R91
S,서비스,S05,여가/오락서비스,S054,오락,S05405,보드게임카페,R91299,그 외 기타 분류 안된 오락관련 서비스업,R,R91
S,서비스,S05,여가/오락서비스,S054,오락,S05406,비디오방,R91299,그 외 기타 분류 안된 오락관련 서비스업,R,R91
S,서비스,S05,여가/오락서비스,S054,오락,S05407,뽑기방,R91299,그 외 기타 분류 안된 오락관련 서비스업,R,R91
S,서비스,S05,여가/오락서비스,S054,오락,S05408,사격장,R91299,그 외 기타 분류 안된 오락관련 서비스업,R,R91
S,서비스,S05,여가/오락서비스,S054,오락,S05410,애견카페,R91299,그 외 기타 분류 안된 오락관련 서비스업,R,R91
S,서비스,S05,여가/오락서비스,S054,오락,S05411,오락실,R91299,그 외 기타 분류 안된 오락관련 서비스업,R,R91
R,소매업,R05,건축/인테리어,R050,NULL,R05004,열쇠/철물점,S95110,컴퓨터 및 주변 기기 수리업,S,S95
S,서비스,S04,생활편의서비스,S044,수리서비스,S04401,가정용품수리,S95110,컴퓨터 및 주변 기기 수리업,S,S95
S,서비스,S04,생활편의서비스,S044,수리서비스,S04402,가죽/가방/구두수리,S95110,컴퓨터 및 주변 기기 수리업,S,S95
S,서비스,S04,생활편의서비스,S044,수리서비스,S04403,기타수리서비스,S95110,컴퓨터 및 주변 기기 수리업,S,S95
S,서비스,S04,생활편의서비스,S044,수리서비스,S04404,사무용기기수리,S95110,컴퓨터 및 주변 기기 수리업,S,S95
S,서비스,S04,생활편의서비스,S044,수리서비스,S04405,시계/귀금속/악기수리,S95110,컴퓨터 및 주변 기기 수리업,S,S95
S,서비스,S04,생활편의서비스,S044,수리서비스,S04406,의류수선,S95110,컴퓨터 및 주변 기기 수리업,S,S95
S,서비스,S04,생활편의서비스,S044,수리서비스,S04407,컴퓨터/통신기기수리,S95110,컴퓨터 및 주변 기기 수리업,S,S95
S,서비스,S04,생활편의서비스,S045,차량관련서비스,S04504,자동차정비/카센터,S95211,자동차 종합 수리업,S,S95
S,서비스,S04,생활편의서비스,S045,차량관련서비스,S04501,기타차량서비스,S95212,자동차 전문 수리업,S,S95
S,서비스,S04,생활편의서비스,S045,차량관련서비스,S04503,운전대행,S95212,자동차 전문 수리업,S,S95
S,서비스,S04,생활편의서비스,S045,차량관련서비스,S04506,차량견인,S95212,자동차 전문 수리업,S,S95
S,서비스,S04,생활편의서비스,S045,차량관련서비스,S04502,세차/광택,S95213,자동차 세차업,S,S95
S,서비스,S04,생활편의서비스,S041,미용서비스,S04103,미용실,S96112,두발 미용업,S,S96
S,서비스,S04,생활편의서비스,S041,미용서비스,S04105,이용업(남성미용실),S96112,두발 미용업,S,S96
S,서비스,S04,생활편의서비스,S041,미용서비스,S04101,다이어트/피부관리,S96113,피부 미용업,S,S96
S,서비스,S04,생활편의서비스,S041,미용서비스,S04102,두피/탈모케어,S96113,피부 미용업,S,S96
S,서비스,S04,생활편의서비스,S042,사우나/휴게서비스,S04201,스포츠마사지,S96122,마사지업,S,S96
S,서비스,S04,생활편의서비스,S041,미용서비스,S04104,발/네일케어,S96119,기타 미용업,S,S96
S,서비스,S04,생활편의서비스,S042,사우나/휴게서비스,S04202,찜질방/목욕탕,S96121,욕탕업,S,S96
S,서비스,S05,여가/오락서비스,S055,유흥,S05501,안마시술소,S96122,마사지업,S,S96
S,서비스,S04,생활편의서비스,S043,세탁/가사서비스,S04301,도우미/인력서비스,S96912,가정용 세탁업,S,S96
S,서비스,S04,생활편의서비스,S043,세탁/가사서비스,S04302,세탁소/빨래방,S96912,가정용 세탁업,S,S96
S,서비스,S04,생활편의서비스,S043,세탁/가사서비스,S04303,청소/소독,S96912,가정용 세탁업,S,S96
S,서비스,S05,여가/오락서비스,S054,오락,S05413,철학관,S96992,점술 및 유사 서비스업,S,S96
S,서비스,S06,의료서비스,S062,의료기타,S06203,산후조리원,S96993,개인 간병 및 유사 서비스업,S,S96
S,서비스,S01,(비정기)전문서비스,S010,가례서비스,S01001,결혼서비스업,S96994,예식장업,S,S96
S,서비스,S01,(비정기)전문서비스,S010,가례서비스,S01002,묘지분양/관리업,S96994,예식장업,S,S96
S,서비스,S01,(비정기)전문서비스,S010,가례서비스,S01003,예식장,S96994,예식장업,S,S96
S,서비스,S01,(비정기)전문서비스,S010,가례서비스,S01004,장례식장/서비스업,S96994,예식장업,S,S96
